record_id,vote,confidence,logistic,svm,rf
REC_6267,0,0.0761,0,0,0
REC_6268,0,0.0019,0,0,0
REC_6269,0,0.0297,0,0,0
REC_6270,1,0.9636,1,1,1
REC_6271,0,0.0136,0,0,0
REC_6272,0,0.0316,0,0,0
REC_6273,1,0.7846,1,1,1
REC_6274,0,0.1844,0,0,0
REC_6275,0,0.3715,1,0,0
REC_6276,0,0.0125,0,0,0
REC_6277,0,0.0607,0,0,0
REC_6278,0,0.0634,0,0,0
REC_6279,0,0.1010,0,0,0
REC_6280,0,0.2121,0,0,0
REC_6281,1,0.9641,1,1,1
REC_6282,1,0.9939,1,1,1
REC_6283,1,0.8872,1,1,1
REC_6284,0,0.0080,0,0,0
REC_6285,0,0.0253,0,0,0
REC_6286,1,0.9810,1,1,1
REC_6287,0,0.0040,0,0,0
REC_6288,0,0.0606,0,0,0
REC_6289,0,0.0075,0,0,0
REC_6290,1,0.9455,1,1,1
REC_6291,0,0.0238,0,0,0
REC_6292,0,0.0599,0,0,0
REC_6293,1,0.7340,0,1,1
REC_6294,0,0.0181,0,0,0
REC_6295,1,0.9951,1,1,1
REC_6296,0,0.0446,0,0,0
REC_6297,0,0.0422,0,0,0
REC_6298,0,0.0050,0,0,0
REC_6299,0,0.3105,1,0,0
REC_6300,0,0.0129,0,0,0
REC_6301,1,0.9557,1,1,1
REC_6302,0,0.5107,0,0,1
REC_6303,0,0.2387,0,0,0
REC_6304,0,0.0166,0,0,0
REC_6305,0,0.0223,0,0,0
REC_6306,0,0.0597,0,0,0
REC_6307,0,0.0595,0,0,0
REC_6308,1,0.5441,0,1,1
REC_6309,0,0.0125,0,0,0
REC_6310,1,0.9619,1,1,1
REC_6311,0,0.0070,0,0,0
REC_6312,0,0.0121,0,0,0
REC_6313,1,0.7976,1,1,1
REC_6314,0,0.0646,0,0,0
REC_6315,0,0.0722,0,0,0
REC_6316,0,0.0083,0,0,0
REC_6317,0,0.0611,0,0,0
REC_6318,0,0.0015,0,0,0
REC_6319,0,0.0305,0,0,0
REC_6320,0,0.0368,0,0,0
REC_6321,0,0.3004,0,0,0
REC_6322,0,0.0767,0,0,0
REC_6323,0,0.0133,0,0,0
REC_6324,0,0.0583,0,0,0
REC_6325,0,0.0368,0,0,0
REC_6326,0,0.0385,0,0,0
REC_6327,0,0.0094,0,0,0
REC_6328,0,0.4053,0,0,1
REC_6329,0,0.1157,0,0,0
REC_6330,1,0.9729,1,1,1
REC_6331,1,0.9955,1,1,1
REC_6332,0,0.0028,0,0,0
REC_6333,0,0.0602,0,0,0
REC_6334,1,0.9777,1,1,1
REC_6335,0,0.0064,0,0,0
REC_6336,0,0.0285,0,0,0
REC_6337,0,0.0050,0,0,0
REC_6338,0,0.0056,0,0,0
REC_6339,0,0.0044,0,0,0
REC_6340,0,0.0524,0,0,0
REC_6341,0,0.1089,0,0,0
REC_6342,0,0.0037,0,0,0
REC_6343,0,0.0469,0,0,0
REC_6344,0,0.0638,0,0,0
REC_6345,0,0.0848,0,0,0
REC_6346,0,0.4709,0,0,1
REC_6347,0,0.0724,0,0,0
REC_6348,1,0.9678,1,1,1
REC_6349,0,0.0094,0,0,0
REC_6350,0,0.0101,0,0,0
REC_6351,0,0.0117,0,0,0
REC_6352,0,0.0100,0,0,0
REC_6353,0,0.0086,0,0,0
REC_6354,0,0.0101,0,0,0
REC_6355,0,0.0038,0,0,0
REC_6356,0,0.3405,0,0,1
REC_6357,1,1.0000,1,1,1
REC_6358,1,0.9380,1,1,1
REC_6359,0,0.0197,0,0,0
REC_6360,1,0.8971,1,1,1
REC_6361,0,0.0742,0,0,0
REC_6362,0,0.2048,0,0,0
REC_6363,0,0.0406,0,0,0
REC_6364,0,0.0154,0,0,0
REC_6365,0,0.0243,0,0,0
REC_6366,0,0.0088,0,0,0
REC_6367,0,0.0120,0,0,0
REC_6368,0,0.0079,0,0,0
REC_6369,1,0.7107,0,1,1
REC_6370,1,0.9235,1,1,1
REC_6371,0,0.0334,0,0,0
REC_6372,0,0.0093,0,0,0
REC_6373,0,0.4251,0,0,1
REC_6374,1,0.7331,0,1,1
REC_6375,0,0.0084,0,0,0
REC_6376,1,0.9489,1,1,1
REC_6377,1,0.7445,0,1,1
REC_6378,0,0.0432,0,0,0
REC_6379,0,0.0281,0,0,0
REC_6380,1,0.7626,1,1,1
REC_6381,0,0.0299,0,0,0
REC_6382,0,0.0021,0,0,0
REC_6383,0,0.0355,0,0,0
REC_6384,0,0.0076,0,0,0
REC_6385,0,0.1104,0,0,0
REC_6386,0,0.3205,1,0,0
REC_6387,0,0.0156,0,0,0
REC_6388,0,0.1130,0,0,0
REC_6389,0,0.0220,0,0,0
REC_6390,0,0.0100,0,0,0
REC_6391,0,0.0594,0,0,0
REC_6392,1,0.9514,1,1,1
REC_6393,0,0.0232,0,0,0
REC_6394,0,0.0026,0,0,0
REC_6395,0,0.0051,0,0,0
REC_6396,0,0.0421,0,0,0
REC_6397,0,0.0063,0,0,0
REC_6398,0,0.0024,0,0,0
REC_6399,0,0.0321,0,0,0
REC_6400,1,0.9056,1,1,1
REC_6401,0,0.0126,0,0,0
REC_6402,1,0.9572,1,1,1
REC_6403,1,0.5991,0,1,1
REC_6404,1,0.9614,1,1,1
REC_6405,0,0.0662,0,0,0
REC_6406,0,0.0043,0,0,0
REC_6407,0,0.0180,0,0,0
REC_6408,0,0.1362,0,0,0
REC_6409,0,0.0155,0,0,0
REC_6410,0,0.0114,0,0,0
REC_6411,0,0.0036,0,0,0
REC_6412,0,0.0105,0,0,0
REC_6413,0,0.0265,0,0,0
REC_6414,0,0.2224,0,0,0
REC_6415,0,0.0031,0,0,0
REC_6416,0,0.0021,0,0,0
REC_6417,0,0.0219,0,0,0
REC_6418,0,0.0387,0,0,0
REC_6419,0,0.4540,1,0,0
REC_6420,0,0.0236,0,0,0
REC_6421,0,0.0157,0,0,0
REC_6422,0,0.2086,0,0,0
REC_6423,1,0.8871,1,1,1
REC_6424,0,0.0392,0,0,0
REC_6425,1,0.9529,1,1,1
REC_6426,0,0.0082,0,0,0
REC_6427,0,0.0050,0,0,0
REC_6428,0,0.0102,0,0,0
REC_6429,0,0.0039,0,0,0
REC_6430,0,0.0051,0,0,0
REC_6431,0,0.0171,0,0,0
REC_6432,0,0.4541,1,0,0
REC_6433,0,0.0741,0,0,0
REC_6434,0,0.0058,0,0,0
REC_6435,0,0.0233,0,0,0
REC_6436,1,0.9606,1,1,1
REC_6437,0,0.0128,0,0,0
REC_6438,0,0.0074,0,0,0
REC_6439,1,0.9969,1,1,1
REC_6440,1,0.7654,1,1,1
REC_6441,1,0.5162,0,1,1
REC_6442,0,0.0418,0,0,0
REC_6443,0,0.0599,0,0,0
REC_6444,0,0.0581,0,0,0
REC_6445,1,0.9585,1,1,1
REC_6446,1,0.8276,1,1,1
REC_6447,1,0.9603,1,1,1
REC_6448,0,0.0376,0,0,0
REC_6449,0,0.0408,0,0,0
REC_6450,0,0.0267,0,0,0
REC_6451,0,0.1864,0,0,0
REC_6452,0,0.0497,0,0,0
REC_6453,0,0.0138,0,0,0
REC_6454,0,0.0076,0,0,0
REC_6455,0,0.0075,0,0,0
REC_6456,0,0.0037,0,0,0
REC_6457,0,0.0657,0,0,0
REC_6458,0,0.0196,0,0,0
REC_6459,0,0.0094,0,0,0
REC_6460,0,0.0017,0,0,0
REC_6461,0,0.0367,0,0,0
REC_6462,0,0.0597,0,0,0
REC_6463,0,0.0211,0,0,0
REC_6464,0,0.0022,0,0,0
REC_6465,1,0.9665,1,1,1
REC_6466,0,0.0258,0,0,0
REC_6467,1,0.7379,1,1,0
REC_6468,0,0.0452,0,0,0
REC_6469,0,0.0032,0,0,0
REC_6470,0,0.0297,0,0,0
REC_6471,0,0.0177,0,0,0
REC_6472,0,0.0078,0,0,0
REC_6473,0,0.3702,0,0,1
REC_6474,0,0.2725,0,0,0
REC_6475,1,0.9961,1,1,1
REC_6476,1,0.9407,1,1,1
REC_6477,1,0.8400,1,1,1
REC_6478,1,0.7508,1,1,1
REC_6479,1,0.8881,1,1,1
REC_6480,0,0.0020,0,0,0
REC_6481,1,0.9981,1,1,1
REC_6482,0,0.0107,0,0,0
REC_6483,1,0.9838,1,1,1
REC_6484,0,0.0053,0,0,0
REC_6485,1,0.5320,1,1,0
REC_6486,0,0.1283,0,0,0
REC_6487,0,0.0653,0,0,0
REC_6488,0,0.0052,0,0,0
REC_6489,0,0.0316,0,0,0
REC_6490,0,0.1076,0,0,0
REC_6491,1,0.9919,1,1,1
REC_6492,0,0.0184,0,0,0
REC_6493,1,0.7798,1,1,1
REC_6494,1,0.9256,1,1,1
REC_6495,1,0.9085,1,1,1
REC_6496,0,0.0077,0,0,0
REC_6497,0,0.0114,0,0,0
REC_6498,0,0.0038,0,0,0
REC_6499,0,0.4613,0,0,1
REC_6500,0,0.3293,0,0,0
REC_6501,0,0.0754,0,0,0
REC_6502,0,0.0871,0,0,0
REC_6503,0,0.0232,0,0,0
REC_6504,0,0.0602,0,0,0
REC_6505,1,0.6768,1,1,0
REC_6506,1,0.7577,1,1,1
REC_6507,0,0.1025,0,0,0
REC_6508,0,0.1544,0,0,0
REC_6509,0,0.0376,0,0,0
REC_6510,0,0.0580,0,0,0
REC_6511,0,0.0023,0,0,0
REC_6512,0,0.0530,0,0,0
REC_6513,0,0.3666,0,0,1
REC_6514,0,0.0053,0,0,0
REC_6515,0,0.3897,0,1,0
REC_6516,1,0.9232,1,1,1
REC_6517,1,0.9407,1,1,1
REC_6518,0,0.2150,0,0,0
REC_6519,0,0.0204,0,0,0
REC_6520,1,0.8360,1,1,1
REC_6521,1,0.8337,1,1,1
REC_6522,0,0.0447,0,0,0
REC_6523,0,0.0278,0,0,0
REC_6524,0,0.0224,0,0,0
REC_6525,1,0.9919,1,1,1
REC_6526,0,0.0183,0,0,0
REC_6527,0,0.0341,0,0,0
REC_6528,1,0.9860,1,1,1
REC_6529,1,0.7413,1,1,1
REC_6530,0,0.0090,0,0,0
REC_6531,0,0.0608,0,0,0
REC_6532,0,0.1768,0,0,0
REC_6533,0,0.1005,0,0,0
REC_6534,0,0.4156,0,0,1
REC_6535,1,0.8796,1,1,1
REC_6536,0,0.0646,0,0,0
REC_6537,0,0.0664,0,0,0
REC_6538,1,0.9395,1,1,1
REC_6539,1,0.5743,0,1,1
REC_6540,0,0.1491,0,0,0
REC_6541,1,0.9524,1,1,1
REC_6542,0,0.0573,0,0,0
REC_6543,0,0.0166,0,0,0
REC_6544,0,0.0049,0,0,0
REC_6545,0,0.0592,0,0,0
REC_6546,0,0.0158,0,0,0
REC_6547,0,0.0039,0,0,0
REC_6548,0,0.0186,0,0,0
REC_6549,0,0.2679,1,0,0
REC_6550,0,0.0383,0,0,0
REC_6551,0,0.4094,0,0,1
REC_6552,0,0.0050,0,0,0
REC_6553,0,0.0086,0,0,0
REC_6554,0,0.2742,1,0,0
REC_6555,0,0.3243,1,0,0
REC_6556,0,0.0014,0,0,0
REC_6557,0,0.0272,0,0,0
REC_6558,1,0.9993,1,1,1
REC_6559,0,0.1200,0,0,0
REC_6560,0,0.0218,0,0,0
REC_6561,0,0.2744,0,0,1
REC_6562,0,0.0144,0,0,0
REC_6563,0,0.0207,0,0,0
REC_6564,0,0.0061,0,0,0
REC_6565,0,0.0376,0,0,0
REC_6566,0,0.0043,0,0,0
REC_6567,1,0.9739,1,1,1
REC_6568,1,0.9995,1,1,1
REC_6569,0,0.0663,0,0,0
REC_6570,0,0.0050,0,0,0
REC_6571,0,0.0009,0,0,0
REC_6572,1,0.9614,1,1,1
REC_6573,0,0.0017,0,0,0
REC_6574,0,0.0250,0,0,0
REC_6575,1,0.8566,1,1,1
REC_6576,0,0.0080,0,0,0
REC_6577,0,0.0067,0,0,0
REC_6578,0,0.0618,0,0,0
REC_6579,1,0.9854,1,1,1
REC_6580,0,0.0050,0,0,0
REC_6581,0,0.0353,0,0,0
REC_6582,1,0.9064,1,1,1
REC_6583,0,0.0008,0,0,0
REC_6584,0,0.0373,0,0,0
REC_6585,0,0.0014,0,0,0
REC_6586,0,0.4620,0,0,1
REC_6587,0,0.0440,0,0,0
REC_6588,1,0.7759,1,1,1
REC_6589,0,0.0129,0,0,0
REC_6590,0,0.1058,0,0,0
REC_6591,0,0.0223,0,0,0
REC_6592,1,0.8566,1,1,1
REC_6593,1,0.9390,1,1,1
REC_6594,0,0.0599,0,0,0
REC_6595,0,0.0075,0,0,0
REC_6596,1,0.9836,1,1,1
REC_6597,0,0.0912,0,0,0
REC_6598,0,0.0106,0,0,0
REC_6599,0,0.0410,0,0,0
REC_6600,0,0.0605,0,0,0
REC_6601,0,0.1034,0,0,0
REC_6602,0,0.0275,0,0,0
REC_6603,0,0.0095,0,0,0
REC_6604,0,0.0339,0,0,0
REC_6605,0,0.0096,0,0,0
REC_6606,0,0.0668,0,0,0
REC_6607,0,0.0274,0,0,0
REC_6608,0,0.0079,0,0,0
REC_6609,0,0.0888,0,0,0
REC_6610,0,0.0117,0,0,0
REC_6611,0,0.0894,0,0,0
REC_6612,0,0.1070,0,0,0
REC_6613,0,0.0058,0,0,0
REC_6614,0,0.0266,0,0,0
REC_6615,0,0.3914,0,0,1
REC_6616,0,0.0124,0,0,0
REC_6617,0,0.0047,0,0,0
REC_6618,0,0.0480,0,0,0
REC_6619,0,0.5952,0,0,1
REC_6620,0,0.1185,0,0,0
REC_6621,0,0.0027,0,0,0
REC_6622,1,0.8881,1,1,1
REC_6623,0,0.0162,0,0,0
REC_6624,0,0.0259,0,0,0
REC_6625,0,0.0147,0,0,0
REC_6626,0,0.0236,0,0,0
REC_6627,0,0.0143,0,0,0
REC_6628,1,0.9791,1,1,1
REC_6629,1,0.9702,1,1,1
REC_6630,0,0.1970,0,0,0
REC_6631,0,0.0013,0,0,0
REC_6632,0,0.0182,0,0,0
REC_6633,0,0.0021,0,0,0
REC_6634,1,0.9429,1,1,1
REC_6635,0,0.3628,1,0,0
REC_6636,0,0.0168,0,0,0
REC_6637,0,0.1137,0,0,0
REC_6638,0,0.0225,0,0,0
REC_6639,0,0.0107,0,0,0
REC_6640,0,0.0082,0,0,0
REC_6641,0,0.0282,0,0,0
REC_6642,1,0.5418,1,1,0
REC_6643,0,0.0385,0,0,0
REC_6644,0,0.0094,0,0,0
REC_6645,0,0.0039,0,0,0
REC_6646,0,0.0162,0,0,0
REC_6647,0,0.0094,0,0,0
REC_6648,0,0.1345,0,0,0
REC_6649,1,0.9363,1,1,1
REC_6650,0,0.0160,0,0,0
REC_6651,1,0.8563,1,1,1
REC_6652,0,0.0695,0,0,0
REC_6653,0,0.0208,0,0,0
REC_6654,0,0.0160,0,0,0
REC_6655,0,0.0397,0,0,0
REC_6656,0,0.0092,0,0,0
REC_6657,0,0.0296,0,0,0
REC_6658,0,0.0074,0,0,0
REC_6659,0,0.0069,0,0,0
REC_6660,0,0.0140,0,0,0
REC_6661,0,0.0063,0,0,0
REC_6662,0,0.0434,0,0,0
REC_6663,0,0.0046,0,0,0
REC_6664,0,0.1534,0,0,0
REC_6665,1,0.7536,1,1,1
REC_6666,0,0.0201,0,0,0
REC_6667,1,0.9243,1,1,1
REC_6668,0,0.2926,1,0,0
REC_6669,0,0.0018,0,0,0
REC_6670,0,0.0125,0,0,0
REC_6671,1,0.5705,0,1,1
REC_6672,0,0.0082,0,0,0
REC_6673,1,0.5028,1,1,0
REC_6674,0,0.0600,0,0,0
REC_6675,1,0.9472,1,1,1
REC_6676,1,0.9973,1,1,1
REC_6677,1,0.8153,0,1,1
REC_6678,0,0.0118,0,0,0
REC_6679,0,0.0118,0,0,0
REC_6680,0,0.0040,0,0,0
REC_6681,0,0.0219,0,0,0
REC_6682,0,0.0613,0,0,0
REC_6683,0,0.0139,0,0,0
REC_6684,0,0.0282,0,0,0
REC_6685,0,0.0235,0,0,0
REC_6686,0,0.0059,0,0,0
REC_6687,0,0.4053,0,0,1
REC_6688,1,0.9916,1,1,1
REC_6689,1,0.9984,1,1,1
REC_6690,0,0.0605,0,0,0
REC_6691,0,0.0162,0,0,0
REC_6692,1,0.8454,1,1,1
REC_6693,0,0.1130,0,0,0
REC_6694,1,0.7972,0,1,1
REC_6695,0,0.0159,0,0,0
REC_6696,0,0.0125,0,0,0
REC_6697,1,0.9459,1,1,1
REC_6698,0,0.0339,0,0,0
REC_6699,0,0.3744,0,0,1
REC_6700,0,0.0016,0,0,0
REC_6701,1,0.7626,1,1,1
REC_6702,0,0.1725,0,0,0
REC_6703,0,0.0898,0,0,0
REC_6704,0,0.0115,0,0,0
REC_6705,0,0.0108,0,0,0
REC_6706,1,0.6542,0,1,1
REC_6707,0,0.0651,0,0,0
REC_6708,0,0.0012,0,0,0
REC_6709,0,0.0024,0,0,0
REC_6710,0,0.0368,0,0,0
REC_6711,0,0.0568,0,0,0
REC_6712,0,0.0448,0,0,0
REC_6713,0,0.0635,0,0,0
REC_6714,0,0.0627,0,0,0
REC_6715,0,0.1304,0,0,0
REC_6716,0,0.0275,0,0,0
REC_6717,1,0.8493,1,1,1
REC_6718,0,0.0993,0,0,0
REC_6719,0,0.0189,0,0,0
REC_6720,1,0.9249,1,1,1
REC_6721,0,0.0008,0,0,0
REC_6722,1,0.9697,1,1,1
REC_6723,0,0.0724,0,0,0
REC_6724,0,0.0067,0,0,0
REC_6725,0,0.0216,0,0,0
REC_6726,0,0.0036,0,0,0
REC_6727,0,0.0101,0,0,0
REC_6728,0,0.0087,0,0,0
REC_6729,0,0.0232,0,0,0
REC_6730,1,0.9832,1,1,1
REC_6731,0,0.1756,0,0,0
REC_6732,1,0.9224,1,1,1
REC_6733,0,0.0015,0,0,0
REC_6734,0,0.0235,0,0,0
REC_6735,1,0.9975,1,1,1
REC_6736,0,0.0270,0,0,0
REC_6737,0,0.0230,0,0,0
REC_6738,1,0.9677,1,1,1
REC_6739,1,0.9556,1,1,1
REC_6740,1,0.9973,1,1,1
REC_6741,0,0.0050,0,0,0
REC_6742,0,0.0603,0,0,0
REC_6743,0,0.0666,0,0,0
REC_6744,0,0.1896,0,0,0
REC_6745,0,0.0105,0,0,0
REC_6746,1,0.9008,1,1,1
REC_6747,0,0.1490,0,0,0
REC_6748,0,0.0088,0,0,0
REC_6749,0,0.0949,0,0,0
REC_6750,0,0.0649,0,0,0
REC_6751,0,0.1746,0,0,0
REC_6752,0,0.0557,0,0,0
REC_6753,0,0.2325,0,0,0
REC_6754,1,0.7423,1,1,1
REC_6755,0,0.0325,0,0,0
REC_6756,1,0.9915,1,1,1
REC_6757,0,0.0435,0,0,0
REC_6758,0,0.0007,0,0,0
REC_6759,0,0.1250,0,0,0
REC_6760,1,0.9689,1,1,1
REC_6761,0,0.0131,0,0,0
REC_6762,1,0.9428,1,1,1
REC_6763,0,0.1160,0,0,0
REC_6764,1,0.8930,1,1,1
REC_6765,0,0.0751,0,0,0
REC_6766,0,0.0143,0,0,0
REC_6767,0,0.0190,0,0,0
REC_6768,0,0.0964,0,0,0
REC_6769,0,0.0183,0,0,0
REC_6770,0,0.0600,0,0,0
REC_6771,0,0.0123,0,0,0
REC_6772,0,0.0597,0,0,0
REC_6773,0,0.0086,0,0,0
REC_6774,0,0.3395,1,0,0
REC_6775,0,0.0301,0,0,0
REC_6776,0,0.0455,0,0,0
REC_6777,0,0.0625,0,0,0
REC_6778,0,0.0106,0,0,0
REC_6779,0,0.0501,0,0,0
REC_6780,1,0.8767,1,1,1
REC_6781,0,0.4155,0,0,1
REC_6782,0,0.0412,0,0,0
REC_6783,0,0.0376,0,0,0
REC_6784,0,0.0037,0,0,0
REC_6785,0,0.0013,0,0,0
REC_6786,0,0.0324,0,0,0
REC_6787,1,0.9933,1,1,1
REC_6788,0,0.0098,0,0,0
REC_6789,0,0.0125,0,0,0
REC_6790,0,0.2585,0,0,0
REC_6791,0,0.0451,0,0,0
REC_6792,1,0.9345,1,1,1
REC_6793,0,0.0152,0,0,0
REC_6794,0,0.2469,0,0,0
REC_6795,0,0.1118,0,0,0
REC_6796,1,0.6032,0,1,1
REC_6797,1,0.9488,1,1,1
REC_6798,0,0.0054,0,0,0
REC_6799,0,0.0057,0,0,0
REC_6800,0,0.0611,0,0,0
REC_6801,1,0.9628,1,1,1
REC_6802,1,0.5618,1,1,1
REC_6803,1,0.9620,1,1,1
REC_6804,0,0.0177,0,0,0
REC_6805,0,0.3483,0,0,1
REC_6806,1,0.9036,1,1,1
REC_6807,0,0.0349,0,0,0
REC_6808,1,0.9727,1,1,1
REC_6809,1,0.6991,1,1,0
REC_6810,0,0.0605,0,0,0
REC_6811,1,0.9464,1,1,1
REC_6812,1,0.9722,1,1,1
REC_6813,0,0.0131,0,0,0
REC_6814,0,0.0033,0,0,0
REC_6815,0,0.1040,0,0,0
REC_6816,0,0.0405,0,0,0
REC_6817,0,0.0082,0,0,0
REC_6818,0,0.2631,0,0,0
REC_6819,0,0.0120,0,0,0
REC_6820,0,0.0368,0,0,0
REC_6821,0,0.0482,0,0,0
REC_6822,0,0.0053,0,0,0
REC_6823,0,0.0042,0,0,0
REC_6824,0,0.0633,0,0,0
REC_6825,0,0.0016,0,0,0
REC_6826,1,0.9599,1,1,1
REC_6827,0,0.0059,0,0,0
REC_6828,1,0.9956,1,1,1
REC_6829,1,0.8639,1,1,1
REC_6830,0,0.0021,0,0,0
REC_6831,0,0.0169,0,0,0
REC_6832,0,0.0931,0,0,0
REC_6833,1,0.9758,1,1,1
REC_6834,0,0.0699,0,0,0
REC_6835,0,0.0998,0,0,0
REC_6836,0,0.0340,0,0,0
REC_6837,0,0.0244,0,0,0
REC_6838,1,0.9161,1,1,1
REC_6839,0,0.0028,0,0,0
REC_6840,1,0.9861,1,1,1
REC_6841,1,0.7790,1,1,1
REC_6842,0,0.0144,0,0,0
REC_6843,0,0.0204,0,0,0
REC_6844,0,0.1058,0,0,0
REC_6845,0,0.0040,0,0,0
REC_6846,0,0.0040,0,0,0
REC_6847,0,0.0034,0,0,0
REC_6848,1,0.5685,1,1,0
REC_6849,0,0.0119,0,0,0
REC_6850,0,0.0035,0,0,0
REC_6851,0,0.0093,0,0,0
REC_6852,1,0.7048,1,1,1
REC_6853,1,0.6520,0,1,1
REC_6854,0,0.0103,0,0,0
REC_6855,0,0.0872,0,0,0
REC_6856,0,0.0366,0,0,0
REC_6857,0,0.0261,0,0,0
REC_6858,0,0.0018,0,0,0
REC_6859,0,0.0358,0,0,0
REC_6860,0,0.0087,0,0,0
REC_6861,0,0.0077,0,0,0
REC_6862,1,0.9924,1,1,1
REC_6863,0,0.0637,0,0,0
REC_6864,0,0.0127,0,0,0
REC_6865,1,0.9908,1,1,1
REC_6866,1,0.9889,1,1,1
REC_6867,1,0.6257,1,1,0
REC_6868,1,0.8612,1,1,1
REC_6869,1,0.8809,1,1,1
REC_6870,0,0.0012,0,0,0
REC_6871,0,0.1844,0,0,0
REC_6872,0,0.2895,1,0,0
REC_6873,0,0.0077,0,0,0
REC_6874,0,0.3621,1,0,0
REC_6875,0,0.1940,0,0,0
REC_6876,0,0.0078,0,0,0
REC_6877,1,0.8050,1,1,1
REC_6878,0,0.0078,0,0,0
REC_6879,0,0.0596,0,0,0
REC_6880,0,0.0043,0,0,0
REC_6881,0,0.0074,0,0,0
REC_6882,1,0.9882,1,1,1
REC_6883,0,0.0189,0,0,0
REC_6884,0,0.0279,0,0,0
REC_6885,1,0.9395,1,1,1
REC_6886,0,0.0062,0,0,0
REC_6887,0,0.0724,0,0,0
REC_6888,0,0.0243,0,0,0
REC_6889,0,0.0121,0,0,0
REC_6890,0,0.0259,0,0,0
REC_6891,0,0.0204,0,0,0
REC_6892,0,0.0017,0,0,0
REC_6893,0,0.1119,0,0,0
REC_6894,1,0.6308,1,1,0
REC_6895,0,0.0976,0,0,0
REC_6896,0,0.1925,0,0,0
REC_6897,0,0.0394,0,0,0
REC_6898,0,0.0080,0,0,0
REC_6899,0,0.0110,0,0,0
REC_6900,1,0.9939,1,1,1
REC_6901,0,0.4843,0,0,1
REC_6902,0,0.0591,0,0,0
REC_6903,0,0.0467,0,0,0
REC_6904,1,0.7665,0,1,1
REC_6905,0,0.0098,0,0,0
REC_6906,0,0.2048,0,0,0
REC_6907,0,0.0137,0,0,0
REC_6908,0,0.0557,0,0,0
REC_6909,0,0.1239,0,0,0
REC_6910,0,0.0148,0,0,0
REC_6911,0,0.0115,0,0,0
REC_6912,1,0.7178,1,1,0
REC_6913,1,0.7319,0,1,1
REC_6914,0,0.0110,0,0,0
REC_6915,0,0.3554,0,0,1
REC_6916,0,0.0022,0,0,0
REC_6917,0,0.0294,0,0,0
REC_6918,0,0.0109,0,0,0
REC_6919,0,0.0602,0,0,0
REC_6920,1,0.9986,1,1,1
REC_6921,0,0.0209,0,0,0
REC_6922,0,0.0523,0,0,0
REC_6923,0,0.0446,0,0,0
REC_6924,0,0.1159,0,0,0
REC_6925,0,0.0064,0,0,0
REC_6926,0,0.0046,0,0,0
REC_6927,0,0.3428,0,0,1
REC_6928,0,0.0243,0,0,0
REC_6929,1,0.9650,1,1,1
REC_6930,1,0.9621,1,1,1
REC_6931,0,0.0101,0,0,0
REC_6932,1,0.9830,1,1,1
REC_6933,1,0.9308,1,1,1
REC_6934,0,0.0117,0,0,0
REC_6935,0,0.0072,0,0,0
REC_6936,0,0.0605,0,0,0
REC_6937,0,0.1888,0,0,0
REC_6938,0,0.0101,0,0,0
REC_6939,0,0.0093,0,0,0
REC_6940,1,0.9862,1,1,1
REC_6941,0,0.0127,0,0,0
REC_6942,0,0.0809,0,0,0
REC_6943,0,0.0035,0,0,0
REC_6944,1,0.4894,0,1,1
REC_6945,1,0.8658,1,1,1
REC_6946,0,0.0744,0,0,0
REC_6947,1,0.9799,1,1,1
REC_6948,0,0.0258,0,0,0
REC_6949,1,0.9440,1,1,1
REC_6950,0,0.0431,0,0,0
REC_6951,0,0.0949,0,0,0
REC_6952,1,0.9238,1,1,1
REC_6953,0,0.0128,0,0,0
REC_6954,1,0.8505,1,1,1
REC_6955,0,0.0082,0,0,0
REC_6956,0,0.1465,0,0,0
REC_6957,0,0.0179,0,0,0
REC_6958,0,0.0009,0,0,0
REC_6959,1,0.9689,1,1,1
REC_6960,0,0.1240,0,0,0
REC_6961,0,0.0597,0,0,0
REC_6962,0,0.0124,0,0,0
REC_6963,0,0.0115,0,0,0
REC_6964,0,0.2520,0,0,1
REC_6965,0,0.0205,0,0,0
REC_6966,0,0.0017,0,0,0
REC_6967,1,0.8915,1,1,1
REC_6968,1,0.9774,1,1,1
REC_6969,0,0.0053,0,0,0
REC_6970,1,0.6923,1,1,1
REC_6971,0,0.0068,0,0,0
REC_6972,0,0.0168,0,0,0
REC_6973,0,0.0595,0,0,0
REC_6974,0,0.0072,0,0,0
REC_6975,1,0.9477,1,1,1
REC_6976,0,0.1509,0,0,0
REC_6977,1,0.9274,1,1,1
REC_6978,0,0.0033,0,0,0
REC_6979,0,0.0823,0,0,0
REC_6980,0,0.0600,0,0,0
REC_6981,0,0.0421,0,0,0
REC_6982,0,0.0098,0,0,0
REC_6983,0,0.0152,0,0,0
REC_6984,1,0.9913,1,1,1
REC_6985,0,0.0207,0,0,0
REC_6986,1,0.9881,1,1,1
REC_6987,0,0.5703,1,0,0
REC_6988,0,0.3715,1,0,0
REC_6989,0,0.0339,0,0,0
REC_6990,0,0.2042,0,0,0
REC_6991,1,0.5107,1,1,0
REC_6992,0,0.0022,0,0,0
REC_6993,0,0.0890,0,0,0
REC_6994,1,0.9927,1,1,1
REC_6995,0,0.0384,0,0,0
REC_6996,0,0.0090,0,0,0
REC_6997,0,0.0032,0,0,0
REC_6998,0,0.0240,0,0,0
REC_6999,0,0.0599,0,0,0
REC_7000,0,0.1930,0,0,0
REC_7001,0,0.5562,0,0,1
